Investor name,Website,Global HQ,Countries of investment,Stage of investment,Investment thesis,Investor type,First cheque minimum,First cheque maximum
Mayfield Fund,https://www.mayfield.com/,"2484 Sand Hill Rd, Menlo Park, California US","India,USA","3. Early Revenue,4. Scaling,2. Prototype","We invest in:
- enterprise. SaaS, infra, dev ops, semi, networking, security
- consumer: eCommerce (subscription), marketplaces, health and wellness, financial services, networks & communities, productivity, device-as-a-service
- engineering bio: synthetic bio, therapeutics, med devices, sustainable materials and foods
- products and services that are not only good potential businesses, but are also good for people, society and planet.",VC,"$2,000,000","$10,000,000"
Maywic Select Investments,https://maywic.com/,"312 Walnut St, Cincinnati, OH 45202, United States",USA,"3. Early Revenue,4. Scaling",We invest in skilled and invested management teams and we support them by sharing our experience in building businesses that last.,VC,"$1,000,000","$3,000,000"
MD One Ventures,https://www.md-one.com/,"1 Connaught St, London. W2 2ET","UK,France,Israel,Germany,Spain,Ireland,Switzerland,Iceland","3. Early Revenue,2. Prototype","We invest in early stage companies across Europe and Israel. We support teams who deliver a technical advantage to the UK and Allies' National Security. 

Sectors include: Cyber, Deeptech, Robotics, AI, ML, Autonomy, Drones, SaaS, MedTech, Space, and Communications.",VC,"$100,000","$1,000,000"
MDR Lab,https://lab.mdr.london/,"70 Kingsway, Africa House, London, England WC2B 6AH, GB","UK,USA,India,Australia,Germany,Sweden,Belgium,Norway,Denmark,Italy,Spain","2. Prototype,3. Early Revenue",We invest in early stage companies in the legal space and help them find pmf and get ready for commercial traction,Corporate VC,"$150,000","$50,000"
Media Investments,https://www.mediainvestments.com/,"MEDIA INVESTMENTS LTD71-75, Shelton Street, Covent Garden, London, WC2H 9JQ, UNITED KINGDOM","Canada,USA,India,Philippines,Denmark,France,Germany,Netherlands,UK,UAE","4. Scaling,5. Growth,6. Pre-IPO","We invest in SaaS, AdTech, online businesses with $1m+ ARR/top line revenue.",Corporate VC,"$1,000,000","$18,000,000"
MediaTech Hub Accelerator,https://www.mth-potsdam.de/en/accelerator/,"Marlene-Dietrich-Allee 12a  14482 Potsdam, Germany",Germany,"1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in Media Tech,"Incubator, Accelerator",$0,$0
MediaTech Ventures,https://mediatech.ventures,"5323 Levander Loop, Austin, Texas 78702, US","USA,Israel,Italy,Colombia,Chile,China,Mexico,Taiwan,UK,Ireland,France,Belgium,Canada","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling",We invest in innovation in media through economic development funds and programs for founders and startups growing into new markets.,"Incubator, Accelerator",$0,"$100,000"
MedStartr,https://www.medstartr.vc/,"25 W 39th Street, New York, NY 10018, United STates","Spain,USA","2. Prototype,3. Early Revenue,4. Scaling,5. Growth","We invest in healthcare and medical companies that are validated by our global community through contests and on stages around the US and beyond in 35 cities so far.  Medical Devices, MedTech, DIgital Health, AI, HealthTech and all areas of medical innovation are of interest to us.",VC,"$50,000","$250,000"
Mehmed Saral,https://mehmedsaral.net,"Erlenweg 28, 65835 Liederbach, Germany",,"1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO",I invest in next-generation products,Solo angel,,$0
Mehmet Talas,,"Paris, France",France,3. Early Revenue,I invest in SaaS B2B / AI / Data with strong team and early revenue.,Solo angel,"$10,000","$50,000"
Melnichek Investments,https://www.melnichek.investments,"28th October street WTC, 359, Office 210 3107,  Limassol Cyprus","Switzerland,Cyprus,USA,Poland,Singapore","1. Idea or Patent,2. Prototype",We specialize in empowering young projects and turning the best ideas into reality together with talented founders.,Startup studio,"$50,000","$500,000"
Mempool Ventures,https://www.mempool.ventures,"Dubai Silicon Oasis, DDP, Building A2, Dubai-UAE","Afghanistan,Angola,Andorra,Antigua and Barbuda,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Algeria,Belarus,Barbados,Belgium,Belize,Benin,Bhutan,Botswana,Bosnia-H,Brunei,Brazil,Burkina Faso,Bulgaria,Cabo Verde,Cambodia,Cameroon,Burundi,Bangladesh,Canada,Chile,Colombia,Comoros,Congo (Congo-Brazzaville),Chad,Albania,Central African Republic,Costa Rica,Côte d'Ivoire,Croatia,Cyprus,Czech Republic,DRC Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Equatorial Guinea,El Salvador,Eritrea,Estonia,""Eswatini (fmr. """"Swaziland"""")"",Fiji,Finland,Ethiopia,France,Gambia,Gabon,Germany,Georgia,Ghana,Greece,Grenada,Guatemala,Cuba,Iceland,Ireland,Israel,Italy,Jamaica,Japan,Monaco,New Zealand,Netherlands,Philippines,Spain,Saudi Arabia,USA,UK,UAE,Norway,Switzerland,Singapore,Sweden,Hong Kong,Latvia,Lithuania",1. Idea or Patent,We invest in breakthrough tech at its genesis stage,VC,"$10,000","$100,000"
Mendoza Ventures,https://mendoza-ventures.com/,"207 Newbury Street, Boston, MA",USA,"2. Prototype,3. Early Revenue,4. Scaling,5. Growth","We invest in growth stage (series A and above) Fintech, AI, and Cybersecurity. Must have MVP, Friends and family raised, and first paying customer. Diverse teams wanted :)",VC,"$1,000,000","$10,000,000"
Mento VC,https://mento.vc/,"8 The Green STA, Dover, DE, 19901","USA,UK,Israel","3. Early Revenue,4. Scaling","We invest in global startups with teams from the USA, Israel, Europe & UK. Mento VC's investment focuses on Productivity Tools, Future of work, B2B SaaS Enterprise, Fintech, HRTech, and Consumer.",VC,"$100,000","$1,000,000"
MeOhr Ventures,https://www.meohrventures.com/,"39 Yosef Shechter St, Haifa, Israel 3436600, IL","Israel,France","3. Early Revenue,4. Scaling,5. Growth,2. Prototype",We invest in potential for globally impactful life-science innovation.,VC,"$250,000","$25,000,000"
Mer Angels,https://merangels.com,"Paris, France",France,"3. Early Revenue,4. Scaling","We invest in blue economy startups that span a broad spectrum of sectors such as fintech, IoT, web3, SaaS, blockchain, AI, machine learning, AR/VR, biotech, robotics, clean energy, sustainable agriculture, edtech, healthtech, insurtech, proptech, quantum computing, nanotechnology, cybersecurity, e-commerce, mobile apps, cloud computing, 5G, wearables, gaming, digital health, genomics, drones, space tech, smart cities, and autonomous vehicles, seeking out the most innovative and transformative solutions within these domains",Angel network,"$100,000","$500,000"
Merck Digital Sciences Studio,https://mds.studio,"211 Warren St, Newark, NJ 07103",USA,"1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in HealthTech and BioTech companies that could be amplified with help from big pharma.,"Incubator, Accelerator","$150,000","$150,000"
Mercuri VC,https://www.mercuri.vc/,"90 York Way, London, England GB",UK,"1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in companies that are disrupting traditional media models using AI.

We consider the media value chain as we assess opportunities and their markets. 

We invest in start ups that are solving longstanding problems at each stage of the value chain.

Sectors of interest include: gaming, music, e-sports, design, privacy, education, social, creator economy and communities.",VC,"$200,000","$2,000,000"
Mercury Fund,https://mercuryfund.com/,"3737 Buffalo Speedway, 1750, Houston, Texas 77098, USA",USA,"3. Early Revenue,4. Scaling",We invest in startups that are digitizing the customer journey that are based outside of the West Coast and Northeast. B2B SaaS and B2B2C business models with at least 250K in ARR or run rate.,VC,"$750,000","$5,000,000"
Meta3Ventures,http://www.meta3ventures.com/,"121 Menachem Begin, Tel Aviv, Israel","Israel,UK,USA,UAE","2. Prototype,3. Early Revenue,4. Scaling,1. Idea or Patent",We invest in deep tech early-stage disruptive technologies and ideas leveraging AI Blockchain AR/VR tech and more in a variety of verticals Media Fintech RetailTech Climatetech and digital health,VC,"$100,000","$5,000,000"
Metaplanet,https://metaplanet.com/,Estonia,"USA,UK,Estonia,France","4. Scaling,3. Early Revenue","We invest in novel and evidence based innovation that could produce an outsized return for the benefit of humankind. Focus on AI, biotech, crypto, healthcare, transportation.",VC,"$500,000","$3,000,000"
MetaProp Ventures,https://www.metaprop.vc/,"214 W 39th St Suite 705, New York, NY 10018",USA,"3. Early Revenue,2. Prototype",We invest in PropTech and Construction Tech exclusively at the Seed and Series A,VC,"$500,000","$3,000,000"
Metavallon VC,https://metavallon.vc/,"Aetideon 13, Cholargos, Athens, Greece",Greece,"2. Prototype,3. Early Revenue","We invest in deep tech ventures with a B2B model. Our portfolio features pioneering startups such as Think Silicon, Better Origin, Ferryhopper, Krotos, Wikifarmer, Bioemtech, Yaspa and Useberry—ventures that are reshaping industries and driving global change.",VC,"$400,000","$2,000,000"
Meyer Global Management,https://www.meyerglobalmgmt.com,"477 Madison Avenue, Floor 6, New York, NY 10022",USA,"6. Pre-IPO,5. Growth,4. Scaling","We invest in US-based B2B companies in the manufacturing, energy, transportation, communication and blockchain space with recurring revenues, addressing $1T+ markets, and are shifting towards a ""platform-as-a-service"" model",Family office,"$100,000","$500,000"
MFO Ventures,https://www.mfoventures.com/,"Delray Beach, Florida",USA,"3. Early Revenue,4. Scaling,5. Growth,2. Prototype,1. Idea or Patent",We invest in growing early-stage and middle-market healthcare services and healthcare technology companies.,Family office,"$500,000","$10,000,000"
MFV Partners,https://www.mfvpartners.com,"300, 3rd Street, Suite 2, Los Altos, CA, 94022","USA,Canada","2. Prototype,3. Early Revenue","We invest in Seed through Series A deep tech startups transforming large industries. 

We look for proprietary technology that's hard to replicate which drives the primary competitive advantage for the company. 

We invest across hardware components, full stack systems and software deep tech companies",VC,"$500,000","$3,000,000"
MGA Ventures,https://mgaventures.in,"Fort, Mumbai, IN",India,"1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,6. Pre-IPO","We invest in Consumer, Fintech and SaaS at early-stage. ",Family office,"$50,000","$1,000,000"
MGV Capital Group,https://mgvcapitalgroup.com/,"22211 IH 10 West, Suite 1206 San Antonio, TX 78257","USA,Canada,Mexico","3. Early Revenue,2. Prototype",We invest in entrepreneurs leveraging technology to create value in the US and Mexico.,VC,"$50,000","$150,000"
mHUB Ventures,https://www.mhubchicago.com/hardtech-venture-capital,"1623 W. Fulton Street, Chicago, US",USA,"1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in early-stage, physical product solutions that address the world's most pressing challenges in areas like climate, energy, sustainable manufacturing, and more. As the world reacts to the physical demands of climate, industry, and personal well-being, hardtech solutions present significant opportunities for innovation and disruption. ","Incubator, Accelerator","$142,500","$142,500"
Miami University Social Impact Fund,https://www.miamisif.org/,"2078 Farmer School of Business 800 E. High St. Oxford, OH 45056",USA,"3. Early Revenue,2. Prototype,4. Scaling",We invest in US-based seed-stage social enterprises that have a measurable social impact.,Other,"$5,000","$50,000"
Michael Broome,,Boston,USA,"1. Idea or Patent,2. Prototype,3. Early Revenue","I invest in opportunities where I can combine my entrepreneurial and investing experience to help founders build enduring companies. I want to work alongside visionary teams tackling big problems, where I can contribute capital, strategic guidance, and operational insight",Solo angel,"$25,000","$500,000"
Michael Cutler,,Singapore,"Bhutan,Cambodia,China,Hong Kong,Indonesia,Japan,Malaysia,Myanmar,Philippines,Singapore,South Korea,Taiwan,Thailand,Vietnam","1. Idea or Patent,2. Prototype,3. Early Revenue","I invest in early-stage emerging markets, web3, AI, ESG",Solo angel,"$10,000","$100,000"
Michael Kim,,"Seoul, South Korea","USA,Singapore,UK,UAE",6. Pre-IPO,"I invest in startups that augment an individual's productivity, be it by augmenting their ability to get things done on the job, or by helping them scale their abilities to act as a company. I believe technology will lead to a convergence of the concept of ""individual"" and ""corporation"".",Solo angel,"$10,000","$100,000"
Michael Olafusi,,"Toronto, ON, Canada","Canada,USA",3. Early Revenue,I invest in technology companies in North America.,Solo angel,"$10,000","$200,000"
Michael Taus,https://www.michaeltaus.com/,"Bend, OR, USA",USA,"3. Early Revenue,4. Scaling","I invest in B2B SaaS, AI/ML, Proptech and marketplace startups with smart teams that have proven customer validation and take a data-driven, experimental approach to GTM strategy.",Solo angel,"$1,000","$25,000"
Michael Zribi,,"Paris, France","France,Germany,Spain","2. Prototype,3. Early Revenue","I invest in :
GTM : B2B, B2C (no B2G)
Model : SAAS or Marketplace
Sector : Health, Impact, Energy, Service",Solo angel,"$10,000","$100,000"
Michiel Seerden,https://www.linkedin.com/in/michielseerden/,"Vestijk, Eindhoven, Netherlands","Canada,USA,Austria,Belgium,Croatia,Cyprus,Czech Republic,Denmark,Estonia,Finland,France,Germany,Greece,Holy See,Hungary,Iceland,Ireland,Italy,Latvia,Liechtenstein,Lithuania,Luxembourg,Malta,Monaco,Montenegro,Netherlands,Norway,Poland,Portugal,Romania,San Marino,Serbia,Slovakia,Slovenia,Spain,Sweden,Switzerland,UK,Ukraine","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,5. Growth","I invest in business with huge growth potential, strong management teams, international ambitions, scalable products and autonomous service (design).",Solo angel,"$100,000","$2,000,000"
Mikas Stankevičius,,Lithuania,"Argentina,Bahamas,Brazil,Canada,Chile,Guyana,Jamaica,Mexico,Panama,Paraguay,Peru,USA,Uruguay,Venezuela,Azerbaijan,Hong Kong,Malaysia,Philippines,Singapore,South Korea,Taiwan,Vietnam,Albania,Andorra,Armenia,Austria,Belgium,Bosnia-H,Bulgaria,Croatia,Cyprus,Czech Republic,Denmark,Estonia,Finland,France,Georgia,Germany,Gibraltar,Greece,Holy See,Hungary,Iceland,Ireland,Italy,Latvia,Liechtenstein,Lithuania,Luxembourg,Malta,Moldova,Monaco,Montenegro,Netherlands,North Macedonia,Norway,Poland,Portugal,Romania,San Marino,Serbia,Slovakia,Slovenia,Spain,Sweden,Switzerland,UK,Ukraine,Algeria,Bahrain,Egypt,Israel,Kuwait,Lebanon,Morocco,Palestine,Qatar,Saudi Arabia,Tunisia,Turkey,UAE,Australia,New Zealand","1. Idea or Patent,2. Prototype,3. Early Revenue",I invest in early stage web3 & AI startups.,Solo angel,"$1,000","$50,000"
Miles Ahead,https://milesahead.ai/,"Coupure 53, Ghent, Belgium",Belgium,"1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in tools and applications that leverage technology in a responsible and transparent way in the field of Big Data, AI, HRTech, Cybersecurity, Web3, … Founders with a purpose only please.

",PE fund,"$340,000","$670,000"
Milltrust International,https://www.milltrust.com/private-investments/,"6 Stratton Street, London, W1J 8LD","USA,Singapore,UK","1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in Agrifood/tech, Healthcare/tech, Climate Impact, FoodTech Startups with commercialisation potential for global impact.",VC,"$200,000","$10,000,000"
Mindset Ventures,https://mindset.ventures/,"Rua Professor Atílio Innocenti 165, Sao Paulo, BR","USA,Israel,Brazil","3. Early Revenue,4. Scaling","We generally invest in B2B SaaS companies based out of the US or Israel, mainly focused on fintech, enterprise software, cybersecurity, AgTech, Insurtech, and others. We look for companies that are early-stage but already have some kind of proven traction or revenue, normally around Seed/Series-A stage. We like investing in companies founded by at least two co-founders with complementary experiences and skills, preferably with previous experience and track record in their industry or as former entrepreneurs.",VC,"$500,000","$3,000,000"
